EmployeeID,EmployeeName,Category,Function,Grade,Groups,City,Country,conca,countrycode,Gender,BirthDate,AppointmentDate,MonthNumber,Month,Quarter,Year,ConfirmationDate,Confirmed,RetirementDate,ConfirmationDueDate,FTECount,Count
400077656,Emp130,Permanent,Information Services,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/25/1981,5/25/2005,5,May,Q2,2005,9/1/2005,Y,12/25/2041,9/1/2005,1,1
400077657,Emp131,Permanent,Operations,6,6,Faisalabad,Pakistan,"Faisalabad, Pakistan",PK,M,1/1/1970,5/23/2005,5,May,Q2,2005,9/1/2005,Y,1/1/2030,9/1/2005,1,1
400077660,Emp132,Permanent,Operations,7,7,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,9/13/1976,5/23/2005,5,May,Q2,2005,9/1/2005,Y,9/13/2036,9/1/2005,1,1
400077663,Emp133,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,9/13/1976,5/23/2005,5,May,Q2,2005,9/1/2005,Y,9/13/2036,9/1/2005,1,1
400077665,Emp134,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/5/1963,5/14/2005,5,May,Q2,2005,8/14/1999,Y,4/5/2023,8/14/1999,1,1
400077666,Emp135,Permanent,Operations,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/3/1974,6/27/2005,6,Jun,Q2,2005,1/1/2006,Y,4/3/2034,1/1/2006,1,1
400077668,Emp136,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,4/5/1982,6/27/2005,6,Jun,Q2,2005,10/1/2005,Y,4/5/2042,10/1/2005,1,1
400077671,Emp137,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/4/1976,8/1/2005,8,Aug,Q3,2005,11/1/2005,Y,4/4/2036,11/1/2005,1,1
400077672,Emp138,Permanent,Commercial,7,Part Time,Lahore,Pakistan,"Lahore, Pakistan",PK,M,6/14/1977,8/1/2005,8,Aug,Q3,2005,11/1/2005,Y,6/14/2037,11/1/2005,0.5,1
400077674,Emp139,Permanent,Operations,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,1/15/1973,9/1/2005,9,Sep,Q3,2005,12/1/2005,Y,1/15/2033,12/1/2005,1,1
400077675,Emp140,Permanent,Customer Service,9,9,Karachi,Pakistan,"Karachi, Pakistan",PK,M,5/17/1981,9/26/2005,9,Sep,Q3,2005,1/1/2006,Y,5/17/2041,1/1/2006,1,1
400077676,Emp141,Permanent,Operations,9,9,Multan,Pakistan,"Multan, Pakistan",PK,M,9/4/1978,10/6/2005,10,Oct,Q4,2005,1/10/2006,Y,9/4/2038,1/10/2006,1,1
400077678,Emp142,Permanent,Operations,10,10,Lahore,Pakistan,"Lahore, Pakistan",PK,M,1/4/1980,11/10/2005,11,Nov,Q4,2005,2/10/2006,Y,1/4/2040,2/10/2006,1,1
400077679,Emp143,Permanent,Operations,6,6,Multan,Pakistan,"Multan, Pakistan",PK,M,1/18/1970,11/30/2005,11,Nov,Q4,2005,3/1/2006,Y,1/18/2030,3/1/2006,1,1
400077680,Emp144,Permanent,Operations,6,6,Faisalabad,Pakistan,"Faisalabad, Pakistan",PK,M,8/26/1971,11/12/2005,11,Nov,Q4,2005,2/12/2006,Y,8/26/2031,2/12/2006,1,1
400077683,Emp145,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,9/4/1974,1/29/2006,1,Jan,Q1,2006,5/1/2006,Y,9/4/2034,5/1/2006,1,1
400077685,Emp146,Permanent,Operations,6,6,Faisalabad,Pakistan,"Faisalabad, Pakistan",PK,M,7/18/1983,3/1/2006,3,Mar,Q1,2006,6/1/2006,Y,7/18/2043,6/1/2006,1,1
400077686,Emp147,Permanent,Operations,6,6,Faisalabad,Pakistan,"Faisalabad, Pakistan",PK,M,6/28/1975,3/1/2006,3,Mar,Q1,2006,6/1/2006,Y,6/28/2035,6/1/2006,1,1
400077693,Emp148,Permanent,Operations,L,L,Lahore,Pakistan,"Lahore, Pakistan",PK,M,8/24/1974,3/1/2006,3,Mar,Q1,2006,6/1/2006,Y,8/24/2034,6/1/2006,1,1
400077695,Emp149,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,5/5/1981,5/1/2006,5,May,Q2,2006,8/1/2006,Y,5/5/2041,8/1/2006,1,1
400077696,Emp150,Permanent,Commercial,10,10,Faisalabad,Pakistan,"Faisalabad, Pakistan",PK,M,4/28/1986,5/1/2006,5,May,Q2,2006,8/1/2006,Y,4/28/2046,8/1/2006,1,1
400077702,Emp151,Permanent,Operations,7,7,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,7/24/1977,5/1/2006,5,May,Q2,2006,8/1/2006,Y,7/24/2037,8/1/2006,1,1
400077703,Emp152,Permanent,Information Services,K,K,Karachi,Pakistan,"Karachi, Pakistan",PK,M,11/1/1981,6/1/2006,6,Jun,Q2,2006,9/1/2006,Y,11/1/2041,9/1/2006,1,1
400077708,Emp153,Permanent,Operations,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,3/1/1967,7/1/2006,7,Jul,Q3,2006,10/1/2006,Y,3/1/2027,10/1/2006,1,1
400077710,Emp154,Permanent,Commercial,9,9,Multan,Pakistan,"Multan, Pakistan",PK,M,5/14/1979,7/12/2006,7,Jul,Q3,2006,10/12/2006,Y,5/14/2039,10/12/2006,1,1
400077711,Emp155,Permanent,Customer Service,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,6/21/1982,7/12/2006,7,Jul,Q3,2006,7/12/2006,Y,6/21/2042,7/12/2006,1,1
400077712,Emp156,Permanent,Operations,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,2/22/1961,7/15/2006,7,Jul,Q3,2006,10/15/2006,Y,2/22/2021,10/15/2006,1,1
400077716,Emp157,Permanent,Operations,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,3/15/1974,7/26/2006,7,Jul,Q3,2006,11/1/2006,Y,3/15/2034,11/1/2006,1,1
400077720,Emp158,Permanent,Finance,8,8,Lahore,Pakistan,"Lahore, Pakistan",PK,M,6/16/1976,9/6/2006,9,Sep,Q3,2006,12/6/2006,Y,6/16/2036,12/6/2006,1,1
400077723,Emp159,Permanent,Operations,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/28/1968,11/1/2006,11,Nov,Q4,2006,5/1/2007,Y,8/28/2028,5/1/2007,1,1
400077725,Emp160,Permanent,Operations,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/6/1980,11/1/2006,11,Nov,Q4,2006,2/1/2007,Y,12/6/2040,2/1/2007,1,1
400077727,Emp161,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,2/5/1972,10/1/2006,10,Oct,Q4,2006,1/1/2007,Y,2/5/2032,1/1/2007,1,1
400077730,Emp162,Permanent,Operations,6,6,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,8/17/1979,12/8/2006,12,Dec,Q4,2006,3/8/2007,Y,8/17/2039,3/8/2007,1,1
400077735,Emp163,Permanent,Commercial,K,K,Karachi,Pakistan,"Karachi, Pakistan",PK,M,10/29/1982,2/5/2007,2,Feb,Q1,2007,5/5/2007,Y,10/29/2042,5/5/2007,1,1
400077737,Emp164,Permanent,Operations,L,L,Karachi,Pakistan,"Karachi, Pakistan",PK,M,3/14/1979,2/23/2007,2,Feb,Q1,2007,5/23/2007,Y,3/14/2039,5/23/2007,1,1
400077741,Emp165,Permanent,Customer Service,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,6/29/1983,3/26/2007,3,Mar,Q1,2007,6/26/2007,Y,6/29/2043,6/26/2007,1,1
400077743,Emp166,Permanent,Information Services,K,K,Karachi,Pakistan,"Karachi, Pakistan",PK,M,1/14/1982,3/26/2007,3,Mar,Q1,2007,6/26/2007,Y,1/14/2042,6/26/2007,1,1
400077748,Emp167,Permanent,Commercial,K,K,Karachi,Pakistan,"Karachi, Pakistan",PK,M,5/22/1983,4/16/2007,4,Apr,Q2,2007,7/16/2007,Y,5/22/2043,7/16/2007,1,1
400077752,Emp168,Permanent,Operations,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/28/1983,5/1/2007,5,May,Q2,2007,8/1/2007,Y,12/28/2043,8/1/2007,1,1
400077754,Emp169,Permanent,Finance,8,8,Lahore,Pakistan,"Lahore, Pakistan",PK,M,2/10/1978,4/28/2007,4,Apr,Q2,2007,7/28/2007,Y,2/10/2038,7/28/2007,1,1
400077759,Emp170,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,11/17/1981,6/15/2007,6,Jun,Q2,2007,9/15/2007,Y,11/17/2041,9/15/2007,1,1
400077761,Emp171,Permanent,Operations,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,8/15/1981,6/18/2007,6,Jun,Q2,2007,9/18/2007,Y,8/15/2041,9/18/2007,1,1
400077767,Emp172,Permanent,Commercial,9,9,Karachi,Pakistan,"Karachi, Pakistan",PK,F,3/1/1984,9/18/2007,9,Sep,Q3,2007,12/18/2007,Y,3/1/2044,12/18/2007,1,1
400077771,Emp173,Permanent,Commercial,9,9,Karachi,Pakistan,"Karachi, Pakistan",PK,F,11/6/1985,9/1/2007,9,Sep,Q3,2007,12/1/2007,Y,11/6/2045,12/1/2007,1,1
400077774,Emp174,Permanent,Customer Service,9,9,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/9/1985,10/17/2007,10,Oct,Q4,2007,1/17/2008,Y,12/9/2045,1/17/2008,1,1
400077776,Emp175,Permanent,Customer Service,9,9,Karachi,Pakistan,"Karachi, Pakistan",PK,M,6/12/1985,10/17/2007,10,Oct,Q4,2007,1/17/2008,Y,6/12/2045,1/17/2008,1,1
400077779,Emp176,Permanent,Commercial,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,F,4/25/1987,10/23/2007,10,Oct,Q4,2007,1/23/2008,Y,4/25/2047,1/23/2008,1,1
400077780,Emp177,Permanent,Finance,8,8,Lahore,Pakistan,"Lahore, Pakistan",PK,M,1/6/1983,10/3/2007,10,Oct,Q4,2007,4/3/2008,Y,1/6/2043,4/3/2008,1,1
400077788,Emp178,Permanent,Operations,6,6,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,1/18/1983,11/15/2007,11,Nov,Q4,2007,2/15/2008,Y,1/18/2043,2/15/2008,1,1
400077789,Emp179,Permanent,Information Services,10,10,Lahore,Pakistan,"Lahore, Pakistan",PK,M,6/7/1982,11/15/2007,11,Nov,Q4,2007,2/15/2008,Y,6/7/2042,2/15/2008,1,1
400077790,Emp180,Permanent,Commercial,7,7,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,8/15/1985,11/1/2007,11,Nov,Q4,2007,5/1/2008,Y,8/15/2045,5/1/2008,1,1
400077792,Emp181,Permanent,Commercial,K,K,Karachi,Pakistan,"Karachi, Pakistan",PK,M,2/21/1979,12/10/2007,12,Dec,Q4,2007,3/10/2008,Y,2/21/2039,3/10/2008,1,1
400077796,Emp182,Permanent,Operations,6,6,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,11/25/1986,12/1/2007,12,Dec,Q4,2007,3/1/2008,Y,11/25/2046,3/1/2008,1,1
400077798,Emp183,Permanent,Information Services,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/8/1980,1/14/2008,1,Jan,Q1,2008,4/14/2008,Y,12/8/2040,4/14/2008,1,1
400077800,Emp184,Permanent,Commercial,9,9,Karachi,Pakistan,"Karachi, Pakistan",PK,F,9/2/1982,1/21/2008,1,Jan,Q1,2008,4/21/2008,Y,9/2/2042,4/21/2008,1,1
400077801,Emp185,Permanent,Customer Service,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/16/1979,1/21/2008,1,Jan,Q1,2008,4/21/2008,Y,12/16/2039,4/21/2008,1,1
400077806,Emp186,Permanent,Commercial,L,L,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/25/1984,3/3/2008,3,Mar,Q1,2008,6/3/2008,Y,7/25/2044,6/3/2008,1,1
400077808,Emp187,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,5/17/1982,3/18/2008,3,Mar,Q1,2008,6/18/2008,Y,5/17/2042,6/18/2008,1,1
400077813,Emp188,Permanent,Finance,8,8,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,3/7/1986,4/14/2008,4,Apr,Q2,2008,7/14/2008,Y,3/7/2046,7/14/2008,1,1
400077816,Emp189,Permanent,Commercial,9,9,Karachi,Pakistan,"Karachi, Pakistan",PK,M,1/23/1987,5/3/2008,5,May,Q2,2008,8/3/2008,Y,1/23/2047,8/3/2008,1,1
400077819,Emp190,Permanent,Operations,6,6,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,10/21/1983,7/1/2008,7,Jul,Q3,2008,10/1/2008,Y,10/21/2043,10/1/2008,1,1
400077824,Emp191,Permanent,Customer Service,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,9/7/1970,7/7/2008,7,Jul,Q3,2008,10/7/2008,Y,9/7/2030,10/7/2008,1,1
400077825,Emp192,Permanent,Commercial,K,K,Karachi,Pakistan,"Karachi, Pakistan",PK,M,5/30/1984,7/8/2008,7,Jul,Q3,2008,10/8/2008,Y,5/30/2044,10/8/2008,1,1
400077827,Emp193,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,3/28/1986,7/7/2008,7,Jul,Q3,2008,10/7/2008,Y,3/28/2046,10/7/2008,1,1
400077829,Emp194,Permanent,Finance,8,8,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,8/22/1985,8/11/2008,8,Aug,Q3,2008,11/11/2008,Y,8/22/2045,11/11/2008,1,1
400077831,Emp195,Permanent,Operations,6,6,Faisalabad,Pakistan,"Faisalabad, Pakistan",PK,M,1/30/1980,9/10/2008,9,Sep,Q3,2008,12/10/2008,Y,1/30/2040,12/10/2008,1,1
400077832,Emp196,Permanent,Operations,G,G,Karachi,Pakistan,"Karachi, Pakistan",PK,M,9/13/1973,9/29/2008,9,Sep,Q3,2008,12/29/2008,Y,9/13/2033,12/29/2008,1,1
400077837,Emp197,Permanent,Operations,6,6,Multan,Pakistan,"Multan, Pakistan",PK,M,1/3/1976,11/1/2008,11,Nov,Q4,2008,2/10/2009,Y,1/3/2036,2/10/2009,1,1
400077839,Emp198,Permanent,General Management,F,F,Karachi,Pakistan,"Karachi, Pakistan",PK,M,5/22/1970,3/1/2008,3,Mar,Q1,2008,3/1/2008,Y,5/22/2030,3/1/2008,1,1
400077841,Emp199,Permanent,Customer Service,H,H,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/7/1978,12/16/2008,12,Dec,Q4,2008,3/16/2009,Y,7/7/2038,3/16/2009,1,1
400077842,Emp200,Permanent,Operations,J,J,Karachi,Pakistan,"Karachi, Pakistan",PK,M,8/21/1962,12/18/2008,12,Dec,Q4,2008,3/18/2009,Y,8/21/2022,3/18/2009,1,1
400077848,Emp201,Permanent,Operations,6,6,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,7/3/1987,9/7/2009,9,Sep,Q3,2009,12/7/2009,Y,7/3/2047,12/7/2009,1,1
400077849,Emp202,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,2/28/1981,9/15/2009,9,Sep,Q3,2009,12/31/2009,Y,2/28/2041,12/31/2009,1,1
400077850,Emp203,Permanent,Operations,6,6,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,9/1/1982,9/16/2009,9,Sep,Q3,2009,12/16/2009,Y,9/1/2042,12/16/2009,1,1
400077851,Emp204,Permanent,Operations,6,6,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,12/4/1987,9/29/2009,9,Sep,Q3,2009,12/30/2009,Y,12/4/2047,12/30/2009,1,1
400077854,Emp205,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,11/20/1965,10/5/2009,10,Oct,Q4,2009,1/5/2010,Y,11/20/2025,1/5/2010,1,1
400077855,Emp206,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,2/17/1987,10/16/2009,10,Oct,Q4,2009,1/16/2010,Y,2/17/2047,1/16/2010,1,1
400077856,Emp207,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,1/10/1977,10/21/2009,10,Oct,Q4,2009,1/21/2010,Y,1/10/2037,1/21/2010,1,1
400077863,Emp208,Permanent,Finance,8,8,Peshawar,Pakistan,"Peshawar, Pakistan",PK,M,12/18/1980,1/25/2010,1,Jan,Q1,2010,4/25/2010,Y,12/18/2040,4/25/2010,1,1
400077870,Emp209,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/1/1972,4/1/2010,4,Apr,Q2,2010,7/1/2010,Y,4/1/2032,7/1/2010,1,1
400077871,Emp210,Permanent,Operations,6,6,Hyderabad,Pakistan,"Hyderabad, Pakistan",PK,M,3/5/1985,4/1/2010,4,Apr,Q2,2010,7/1/2010,Y,3/5/2045,7/1/2010,1,1
400077872,Emp211,Permanent,Operations,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,10/9/1963,4/1/2010,4,Apr,Q2,2010,7/1/2010,Y,10/9/2023,7/1/2010,1,1
400077877,Emp212,Permanent,Procurement,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,10/18/1987,7/1/2010,7,Jul,Q3,2010,10/1/2010,Y,10/18/2047,10/1/2010,1,1
400077879,Emp213,Permanent,Commercial,10,10,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,3/20/1986,7/23/2010,7,Jul,Q3,2010,10/23/2010,Y,3/20/2046,10/23/2010,1,1
400077881,Emp214,Permanent,Commercial,7,7,Hyderabad,Pakistan,"Hyderabad, Pakistan",PK,M,6/9/1968,8/2/2010,8,Aug,Q3,2010,11/2/2010,Y,6/9/2028,11/2/2010,1,1
400077883,Emp215,Permanent,Commercial,L,L,Peshawar,Pakistan,"Peshawar, Pakistan",PK,M,11/29/1976,8/10/2010,8,Aug,Q3,2010,11/10/2010,Y,11/29/2036,11/10/2010,1,1
400077886,Emp216,Permanent,Operations,6,6,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,4/13/1989,10/20/2010,10,Oct,Q4,2010,1/20/2011,Y,4/13/2049,1/20/2011,1,1
400077887,Emp217,Permanent,Operations,7,7,Sialkot,Pakistan,"Sialkot, Pakistan",PK,M,3/7/1987,10/22/2010,10,Oct,Q4,2010,1/22/2011,Y,3/7/2047,1/22/2011,1,1
400077888,Emp218,Permanent,Customer Service,10,10,Karachi,Pakistan,"Karachi, Pakistan",PK,M,5/24/1988,10/28/2010,10,Oct,Q4,2010,1/28/2011,Y,5/24/2048,1/28/2011,1,1
400077895,Emp219,Permanent,Operations,5,5,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/26/1973,1/1/2011,1,Jan,Q1,2011,3/31/2011,Y,12/26/2033,3/31/2011,1,1
400077896,Emp220,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/14/1980,1/25/2011,1,Jan,Q1,2011,4/26/2011,Y,7/14/2040,4/26/2011,1,1
400077905,Emp221,Permanent,Commercial,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,3/11/1984,4/11/2011,4,Apr,Q2,2011,6/11/2011,Y,3/11/2044,6/11/2011,1,1
400077913,Emp222,Permanent,General Management,L,L,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/7/1981,6/1/2011,6,Jun,Q2,2011,9/1/2011,Y,12/7/2041,9/1/2011,1,1
400077915,Emp223,Permanent,Commercial,L,L,Karachi,Pakistan,"Karachi, Pakistan",PK,M,3/29/1982,6/15/2011,6,Jun,Q2,2011,9/15/2011,Y,3/29/2042,9/15/2011,1,1
400077920,Emp224,Permanent,Commercial,7,7,Gujranwala,Pakistan,"Gujranwala, Pakistan",PK,M,10/8/1985,8/1/2011,8,Aug,Q3,2011,11/1/2011,Y,10/8/2045,11/1/2011,1,1
400077922,Emp225,Permanent,Commercial,L,L,Karachi,Pakistan,"Karachi, Pakistan",PK,M,10/31/1983,8/8/2011,8,Aug,Q3,2011,11/8/2011,Y,10/31/2043,11/8/2011,1,1
400077927,Emp226,Permanent,Customer Service,J,J,Karachi,Pakistan,"Karachi, Pakistan",PK,M,11/15/1983,9/26/2011,9,Sep,Q3,2011,3/26/2012,Y,11/15/2043,3/26/2012,1,1
400077929,Emp227,Permanent,Finance,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/22/1984,9/26/2011,9,Sep,Q3,2011,12/26/2011,Y,4/22/2044,12/26/2011,1,1
400077930,Emp228,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,4/4/1980,10/1/2011,10,Oct,Q4,2011,1/1/2012,Y,4/4/2040,1/1/2012,1,1
400077931,Emp229,Permanent,Commercial,L,L,Lahore,Pakistan,"Lahore, Pakistan",PK,M,4/2/1991,11/1/2011,11,Nov,Q4,2011,2/1/2012,Y,4/2/2051,2/1/2012,1,1
400077932,Emp230,Permanent,Finance,L,L,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/30/1981,11/10/2011,11,Nov,Q4,2011,2/10/2012,Y,4/30/2041,2/10/2012,1,1
400077933,Emp231,Permanent,Operations,6,6,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,1/11/1982,11/15/2011,11,Nov,Q4,2011,2/15/2012,Y,1/11/2042,2/15/2012,1,1
400077937,Emp232,Permanent,Operations,6,6,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/25/1985,12/12/2011,12,Dec,Q4,2011,3/12/2012,Y,7/25/2045,3/12/2012,1,1
400077939,Emp233,Permanent,Commercial,7,7,Abbottabad,Pakistan,"Abbottabad, Pakistan",PK,M,3/7/1968,12/29/2011,12,Dec,Q4,2011,3/29/2012,Y,3/7/2028,3/29/2012,1,1
400077942,Emp234,Permanent,Information Services,9,9,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,9/1/1986,12/29/2011,12,Dec,Q4,2011,3/29/2012,Y,9/1/2046,3/29/2012,1,1
400077944,Emp235,Permanent,Commercial,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,6/11/1983,12/29/2011,12,Dec,Q4,2011,3/28/2012,Y,6/11/2043,3/28/2012,1,1
400077945,Emp236,Permanent,Finance,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,7/9/1980,1/9/2012,1,Jan,Q1,2012,7/9/2012,Y,7/9/2040,7/9/2012,1,1
400077946,Emp237,Permanent,Finance,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,11/14/1989,1/9/2012,1,Jan,Q1,2012,4/9/2012,Y,11/14/2049,4/9/2012,1,1
400077949,Emp238,Permanent,Finance,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,6/6/1984,2/6/2012,2,Feb,Q1,2012,5/6/2012,Y,6/6/2044,5/6/2012,1,1
400077950,Emp239,Permanent,Operations,7,7,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,5/15/1981,2/6/2012,2,Feb,Q1,2012,5/6/2012,Y,5/15/2041,5/6/2012,1,1
400077951,Emp240,Permanent,Operations,9,9,Peshawar,Pakistan,"Peshawar, Pakistan",PK,M,2/22/1989,2/6/2012,2,Feb,Q1,2012,5/6/2012,Y,2/22/2049,5/6/2012,1,1
400077958,Emp241,Permanent,Operations,7,7,Faisalabad,Pakistan,"Faisalabad, Pakistan",PK,M,7/25/1979,4/6/2012,4,Apr,Q2,2012,7/6/2012,Y,7/25/2039,7/6/2012,1,1
400077959,Emp242,Permanent,Commercial,7,7,Peshawar,Pakistan,"Peshawar, Pakistan",PK,M,7/6/1985,4/6/2012,4,Apr,Q2,2012,7/6/2012,Y,7/6/2045,7/6/2012,1,1
400077966,Emp243,Permanent,Customer Service,8,8,Karachi,Pakistan,"Karachi, Pakistan",PK,M,4/15/1981,7/13/2012,7,Jul,Q3,2012,10/12/2012,Y,4/15/2041,10/12/2012,1,1
400077969,Emp244,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,11/4/1980,9/1/2012,9,Sep,Q3,2012,12/1/2012,Y,11/4/2040,12/1/2012,1,1
400077970,Emp245,Permanent,Operations,5,5,Lahore,Pakistan,"Lahore, Pakistan",PK,M,7/19/1971,9/1/2012,9,Sep,Q3,2012,12/1/2012,Y,7/19/2031,12/1/2012,1,1
400077971,Emp246,Permanent,Operations,5,5,Lahore,Pakistan,"Lahore, Pakistan",PK,M,4/12/1987,9/1/2012,9,Sep,Q3,2012,12/1/1999,Y,4/12/2047,12/1/1999,1,1
400077972,Emp247,Permanent,Operations,5,5,Lahore,Pakistan,"Lahore, Pakistan",PK,M,10/8/1967,9/1/2012,9,Sep,Q3,2012,12/1/2012,Y,10/8/2027,12/1/2012,1,1
400077974,Emp248,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,12/8/1988,9/1/2012,9,Sep,Q3,2012,12/1/2012,Y,12/8/2048,12/1/2012,1,1
400077975,Emp249,Permanent,Operations,5,5,Lahore,Pakistan,"Lahore, Pakistan",PK,M,5/1/1979,9/1/2012,9,Sep,Q3,2012,12/1/1999,Y,5/1/2039,12/1/1999,1,1
400077977,Emp250,Permanent,Operations,5,5,Lahore,Pakistan,"Lahore, Pakistan",PK,M,1/9/1967,9/1/2012,9,Sep,Q3,2012,12/1/2012,Y,1/9/2027,12/1/2012,1,1
400077978,Emp251,Permanent,Finance,5,5,Karachi,Pakistan,"Karachi, Pakistan",PK,M,5/22/1977,9/1/2012,9,Sep,Q3,2012,12/1/2012,Y,5/22/2037,12/1/2012,1,1
400077983,Emp252,Permanent,Operations,6,6,Islamabad,Pakistan,"Islamabad, Pakistan",PK,M,8/12/1989,10/1/2012,10,Oct,Q4,2012,1/1/2013,Y,8/12/2049,1/1/2013,1,1
400077984,Emp253,Permanent,Operations,6,6,Lahore,Pakistan,"Lahore, Pakistan",PK,M,9/1/1972,10/1/2012,10,Oct,Q4,2012,1/1/2013,Y,9/1/2032,1/1/2013,1,1
400077989,Emp254,Permanent,Administration,L,L,Karachi,Pakistan,"Karachi, Pakistan",PK,M,5/20/1984,11/1/2012,11,Nov,Q4,2012,2/1/2013,Y,5/20/2044,2/1/2013,1,1
400077991,Emp255,Permanent,Commercial,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,6/1/1987,11/1/2012,11,Nov,Q4,2012,2/1/2013,Y,6/1/2047,2/1/2013,1,1
400077993,Emp256,Permanent,Commercial,7,7,Karachi,Pakistan,"Karachi, Pakistan",PK,M,12/12/1985,11/1/2012,11,Nov,Q4,2012,2/1/2013,Y,12/12/2045,2/1/2013,1,1
400077995,Emp257,Permanent,Commercial,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,10/6/1985,11/1/2012,11,Nov,Q4,2012,2/1/2013,Y,10/6/2045,2/1/2013,1,1
400077996,Emp258,Permanent,Commercial,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,6/6/1992,11/1/2012,11,Nov,Q4,2012,2/1/2013,Y,6/6/2052,2/1/2013,1,1
400077997,Emp259,Permanent,Commercial,7,7,Lahore,Pakistan,"Lahore, Pakistan",PK,M,4/15/1987,11/1/2012,11,Nov,Q4,2012,2/1/2013,Y,4/15/2047,2/1/2013,1,1
400077998,Emp260,Permanent,Commercial,10,10,Lahore,Pakistan,"Lahore, Pakistan",PK,M,1/1/1987,11/1/2012,11,Nov,Q4,2012,2/1/2013,Y,1/1/2047,2/1/2013,1,1
